idKwdQs,0,idReviser,1,idLeaflet,2,kwdQs1,3,kwdQs2,4,kwdQs3,5,kwdQs4,6,dateT,7,flag,8,idGroup,9
313,313,AXID3RPK6NZT6,AXID3RPK6NZT6,0234,0234,"National Health Service","National Health Service","Randomised Controlled Trial","Randomised Controlled Trial","Genera Practicioner","Genera Practicioner","Personal and Public Involvement","Personal and Public Involvement","2019-11-17 21:53:10","2019-11-17 21:53:10",419,419,19,19
314,314,A3FU5C1J94D7GB,A3FU5C1J94D7GB,0234,0234,"National Health Service","National Health Service","not sure","not sure","General practitioner","General practitioner","payment projection insurance","payment projection insurance","2019-11-17 21:59:10","2019-11-17 21:59:10",419,419,19,19
315,315,A2KMK30K2TDDNH,A2KMK30K2TDDNH,0234,0234,"National Health Service","National Health Service","Randomised Clinical Trial","Randomised Clinical Trial","General Practitioner","General Practitioner","Payment Protection Insurance","Payment Protection Insurance","2019-11-17 22:03:29","2019-11-17 22:03:29",419,419,19,19
316,316,ARVI4C0REM69B,ARVI4C0REM69B,0234,0234,"National Health Service","National Health Service","Randomised Clinical Trial","Randomised Clinical Trial","General Practictioner","General Practictioner","Patient and Public Involvement","Patient and Public Involvement","2019-11-17 22:48:20","2019-11-17 22:48:20",419,419,19,19
317,317,A26FOB7B8AG3MI,A26FOB7B8AG3MI,0234,0234,"National Health Service","National Health Service","Royal Collection Trust","Royal Collection Trust","General Practitioners ","General Practitioners ","Payment protection insurance ","Payment protection insurance ","2019-11-17 22:54:44","2019-11-17 22:54:44",419,419,19,19
318,318,A18UALFVQ3CQIX,A18UALFVQ3CQIX,0234,0234,"National Health Service","National Health Service","Royal Collection Trust","Royal Collection Trust","General Practitioner ","General Practitioner ","Payment Protection Insurance","Payment Protection Insurance","2019-11-17 23:26:02","2019-11-17 23:26:02",419,419,19,19
319,319,A39NFW2FOEG898,A39NFW2FOEG898,0234,0234,"National Health Service","National Health Service","randomized controlled trial","randomized controlled trial","general practitioner","general practitioner","Payment protection insurance","Payment protection insurance","2019-11-18 01:55:29","2019-11-18 01:55:29",419,419,19,19
320,320,A1RS7VDO8Y1S07,A1RS7VDO8Y1S07,0234,0234,"NHS means?","NHS means?","What is RCT?","What is RCT?","GP stands for?","GP stands for?","Full Form of PPI?","Full Form of PPI?","2019-11-18 08:44:22","2019-11-18 08:44:22",419,419,21,21
321,321,A3EIM0G0H9D23X,A3EIM0G0H9D23X,0234,0234,"National Health Service","National Health Service","Don't know","Don't know","General Practitioner (or doctor)","General Practitioner (or doctor)","Payment Protection Insurance","Payment Protection Insurance","2019-11-18 09:19:16","2019-11-18 09:19:16",419,419,21,21
322,322,,,,,,,,,,,,,"2019-11-18 09:19:17","2019-11-18 09:19:17",,,0,0
323,323,A25RJ54AHZGDOO,A25RJ54AHZGDOO,0234,0234,"National Health Service","National Health Service","Randomised Control Trial","Randomised Control Trial","General Practitioner","General Practitioner","Proton Pump Inhibitor","Proton Pump Inhibitor","2019-11-18 09:24:21","2019-11-18 09:24:21",419,419,19,19
324,324,A2T9C4MFZM0YL0,A2T9C4MFZM0YL0,0234,0234,"National Health Service","National Health Service","Randomised controlled trial","Randomised controlled trial","General Practise ","General Practise ","Payment protection insurance ","Payment protection insurance ","2019-11-18 09:58:01","2019-11-18 09:58:01",419,419,21,21
325,325,A2BX0O03OQ4EJ5,A2BX0O03OQ4EJ5,0234,0234,"National Health Service","National Health Service","randomized controlled trail ","randomized controlled trail ","General Practioner","General Practioner","Patient and public involvement","Patient and public involvement","2019-11-18 10:18:13","2019-11-18 10:18:13",419,419,21,21
326,326,A1VIY1ZWBO3NVL,A1VIY1ZWBO3NVL,0234,0234,"National Health Service","National Health Service","Randomized controlled trial","Randomized controlled trial","General Practitioner","General Practitioner","Payment protection insurance","Payment protection insurance","2019-11-18 10:34:38","2019-11-18 10:34:38",419,419,21,21
327,327,A28JBSI52ZX65X,A28JBSI52ZX65X,0234,0234,"National Health Service","National Health Service","Root Canal Treatment","Root Canal Treatment","General Practitioner","General Practitioner","Patient and Public Involvement","Patient and Public Involvement","2019-11-18 11:09:36","2019-11-18 11:09:36",419,419,21,21
328,328,A7X2K7IW80TBU,A7X2K7IW80TBU,0234,0234,"National Health Service","National Health Service","Randomised Clinical Trial?","Randomised Clinical Trial?","General Practitioner (personal doctor) ","General Practitioner (personal doctor) ","patient/personal involvement","patient/personal involvement","2019-11-18 11:33:27","2019-11-18 11:33:27",419,419,21,21
329,329,AIMP61WP9E0GQ,AIMP61WP9E0GQ,0234,0234,"National Health Service","National Health Service","No idea","No idea","General Practioner","General Practioner","No idea","No idea","2019-11-18 13:14:13","2019-11-18 13:14:13",419,419,21,21
330,330,A2PGZ4K8RFSTTI,A2PGZ4K8RFSTTI,0234,0234,"National Health Service","National Health Service","Randomised Controlled Trial","Randomised Controlled Trial","General Practice","General Practice","Payment Protection Insurance","Payment Protection Insurance","2019-11-18 14:07:23","2019-11-18 14:07:23",419,419,32,32
331,331,A1RB1PQVB94C9W,A1RB1PQVB94C9W,0234,0234,"national health service","national health service","randomised control trial ","randomised control trial ",doctor,doctor,"payment protection insurance ","payment protection insurance ","2019-11-18 14:12:56","2019-11-18 14:12:56",419,419,32,32
332,332,AUZUHON52J10U,AUZUHON52J10U,0234,0234,"National Health Service","National Health Service","Randomised Control  Trial","Randomised Control  Trial","General Practitioner","General Practitioner","Patient and public involvement","Patient and public involvement","2019-11-18 14:16:45","2019-11-18 14:16:45",419,419,32,32
333,333,A1E4A904M2LXXU,A1E4A904M2LXXU,0234,0234,"National Health Service","National Health Service","Randomized Control Trial","Randomized Control Trial","General Practitioner","General Practitioner","Proton Pump Inhibitor","Proton Pump Inhibitor","2019-11-18 14:38:43","2019-11-18 14:38:43",419,419,32,32
334,334,A2DCNXRHSKT11U,A2DCNXRHSKT11U,0234,0234,"National Health Service","National Health Service","Randomized controlled trial","Randomized controlled trial","general practitioner","general practitioner","Payment protection insurance","Payment protection insurance","2019-11-18 16:57:07","2019-11-18 16:57:07",419,419,32,32
335,335,A2YFLF25HGIJIB,A2YFLF25HGIJIB,0234,0234,"National Health Service","National Health Service","Randomized controlled trial","Randomized controlled trial","general practitioner","general practitioner","Payment protection insurance","Payment protection insurance","2019-11-18 16:59:38","2019-11-18 16:59:38",419,419,32,32
336,336,A1G2QDNAG1JHBJ,A1G2QDNAG1JHBJ,0234,0234,"national health service","national health service","dont know","dont know","general practitioner","general practitioner","dont know the meaning or abbrevation","dont know the meaning or abbrevation","2019-11-18 17:07:13","2019-11-18 17:07:13",419,419,32,32
337,337,A1S795QOR5VMJ5,A1S795QOR5VMJ5,0234,0234,"National Health Service","National Health Service","Randomised controlled trial","Randomised controlled trial","General Practitioner","General Practitioner","Personal and Public Involvement","Personal and Public Involvement","2019-11-18 17:24:54","2019-11-18 17:24:54",419,419,32,32
338,338,A1X8UBJ3IA1T1,A1X8UBJ3IA1T1,0234,0234,"National Health Service","National Health Service","Randomised Control Trial","Randomised Control Trial","General Practitioner","General Practitioner","Payment Protection Insurance","Payment Protection Insurance","2019-11-18 18:40:56","2019-11-18 18:40:56",419,419,32,32
339,339,A1YMLNSEPCYTON,A1YMLNSEPCYTON,0234,0234,"National Health Service","National Health Service","Randomised controlled trial","Randomised controlled trial","General Practitioner","General Practitioner","PAtient and Public involvement","PAtient and Public involvement","2019-11-18 19:30:51","2019-11-18 19:30:51",419,419,43,43
340,340,A1A9FZFM6AOL7M,A1A9FZFM6AOL7M,0234,0234,"National Health Service","National Health Service","Randomised Controlled Trial","Randomised Controlled Trial","General Practitioner","General Practitioner","Payment Protection Insurance","Payment Protection Insurance","2019-11-18 19:37:01","2019-11-18 19:37:01",419,419,43,43
341,341,ABOJXCKPLTNO1,ABOJXCKPLTNO1,0234,0234,"National Health Service","National Health Service","randomized controlled trial","randomized controlled trial","general practitioner","general practitioner","Payment protection insurance","Payment protection insurance","2019-11-18 19:54:27","2019-11-18 19:54:27",419,419,43,43
342,342,A3S5HHZ1OO1LTZ,A3S5HHZ1OO1LTZ,0234,0234,"National health service ","National health service ","Randomised controlled trial ","Randomised controlled trial ","general practitioner who treats chronic illness treats chronicand provides preventive care and health education to patients. ","general practitioner who treats chronic illness treats chronicand provides preventive care and health education to patients. ","Pay Per Lead","Pay Per Lead","2019-11-18 20:27:16","2019-11-18 20:27:16",419,419,43,43
343,343,ADQ19I1JI7K7X,ADQ19I1JI7K7X,0234,0234,"National Health Service","National Health Service","Root canal treatment ","Root canal treatment ","General practice ","General practice ","Patient and Public Involvement ","Patient and Public Involvement ","2019-11-18 20:29:19","2019-11-18 20:29:19",419,419,43,43
344,344,A27QIBL4MO6Z0X,A27QIBL4MO6Z0X,0234,0234,"national health service","national health service","Randomized controlled trial","Randomized controlled trial","general practitioner ","general practitioner ","Payment protection insurance ","Payment protection insurance ","2019-11-18 20:53:03","2019-11-18 20:53:03",419,419,43,43
345,345,AYPW9EVXUK7UZ,AYPW9EVXUK7UZ,0234,0234,"National Health Service","National Health Service","Root Canal Therapy","Root Canal Therapy","General Practitioner","General Practitioner","Personal and Public Involvement","Personal and Public Involvement","2019-11-18 21:05:44","2019-11-18 21:05:44",419,419,43,43
346,346,A3EJ3K5608VJ2O,A3EJ3K5608VJ2O,0234,0234,"National Health Service","National Health Service","Randomised controlled trial","Randomised controlled trial","General practitioner","General practitioner","Patient and Public Involvement","Patient and Public Involvement","2019-11-18 21:40:48","2019-11-18 21:40:48",419,419,43,43
347,347,A4VHHD5CPNFEK,A4VHHD5CPNFEK,0234,0234,"National Health Service","National Health Service","Randomised Control Trial","Randomised Control Trial","Genreal Practitioner","Genreal Practitioner","Proton Pump Inhibitor","Proton Pump Inhibitor","2019-11-18 22:15:44","2019-11-18 22:15:44",419,419,43,43
348,348,A1VSJUKM8VOY8H,A1VSJUKM8VOY8H,0234,0234,"National Health Service","National Health Service","Randomized Control Trial","Randomized Control Trial","General Practitioner ","General Practitioner ","Personal and Public Involvement","Personal and Public Involvement","2019-11-18 22:26:58","2019-11-18 22:26:58",419,419,54,54
349,349,AY6TSQ5C0UN1D,AY6TSQ5C0UN1D,0234,0234,"National Health Service","National Health Service","Randomised Clinical Study","Randomised Clinical Study","General Practitioner","General Practitioner","Proton pump inhibitors in medical terms","Proton pump inhibitors in medical terms","2019-11-18 22:30:55","2019-11-18 22:30:55",419,419,54,54
350,350,"MICHAEL SCAIFE","MICHAEL SCAIFE",0234,0234,"National Health Service","National Health Service","Randomised Controlled Trial","Randomised Controlled Trial","General Prationer","General Prationer","Patient and Public Involvement","Patient and Public Involvement","2019-11-18 23:07:24","2019-11-18 23:07:24",419,419,54,54
351,351,A1L9ABPL6WVELR,A1L9ABPL6WVELR,0234,0234,"national health service","national health service","Randomized controlled tria","Randomized controlled tria","general practitioner","general practitioner","personal and public involvement","personal and public involvement","2019-11-19 01:42:07","2019-11-19 01:42:07",419,419,54,54
352,352,A27YCLBAX0CEQ3,A27YCLBAX0CEQ3,0234,0234,"National Health Service","National Health Service","Research Clinical Trial","Research Clinical Trial","General Practitioner","General Practitioner","Patient and Public Involvement","Patient and Public Involvement","2019-11-19 09:25:13","2019-11-19 09:25:13",419,419,54,54
353,353,A35QN5P05UNZ4F,A35QN5P05UNZ4F,0234,0234,"National health service ","National health service ","Randomised controlled trial","Randomised controlled trial","General Practitioner","General Practitioner","Payment protection insurance","Payment protection insurance","2019-11-19 09:58:03","2019-11-19 09:58:03",419,419,54,54
354,354,A3COQALEXT650,A3COQALEXT650,0234,0234,"national health service","national health service","random control trial","random control trial","general practitioner","general practitioner","payment protection insurance","payment protection insurance","2019-11-19 12:30:34","2019-11-19 12:30:34",419,419,54,54
355,355,A1C0AWJ1JULKO2,A1C0AWJ1JULKO2,0234,0234,"National Health Service","National Health Service","Root Canal Treatment","Root Canal Treatment","General Practice","General Practice","Patient and Public Involvement","Patient and Public Involvement","2019-11-19 13:08:18","2019-11-19 13:08:18",419,419,54,54
356,356,AZ00C4Q6GKKKU,AZ00C4Q6GKKKU,0234,0234,"National Health Service","National Health Service","Radiotherapy and Chemotherapy","Radiotherapy and Chemotherapy","General practitioner","General practitioner","payment protection insurance","payment protection insurance","2019-11-19 15:59:40","2019-11-19 15:59:40",419,419,65,65
357,357,A26Q2CRS6REXAD,A26Q2CRS6REXAD,0234,0234,"national health service","national health service","randomized control trial","randomized control trial","General practitioner","General practitioner","proton pump inhibitor","proton pump inhibitor","2019-11-19 18:00:38","2019-11-19 18:00:38",419,419,65,65
358,358,AG5JDV1422I1Q,AG5JDV1422I1Q,0234,0234,"National healthe service","National healthe service","randomised controlled trial","randomised controlled trial","general practitioner","general practitioner","payment protection insurance","payment protection insurance","2019-11-19 18:29:13","2019-11-19 18:29:13",419,419,65,65
359,359,AFAX6KGS1P9GI,AFAX6KGS1P9GI,0234,0234,"National Health Service","National Health Service","Randomised Controlled Trial","Randomised Controlled Trial","General Practitioner","General Practitioner","Payment protection insurance","Payment protection insurance","2019-11-19 19:35:34","2019-11-19 19:35:34",419,419,65,65
360,360,AVFPZJ7RIENKN,AVFPZJ7RIENKN,0234,0234,"National health service","National health service","randomized control trial","randomized control trial","general practitioner","general practitioner","patient and public involvement","patient and public involvement","2019-11-19 20:53:28","2019-11-19 20:53:28",419,419,65,65
361,361,A18DXGMOBG9SX9,A18DXGMOBG9SX9,0234,0234,"National Health Service","National Health Service","Randomised Controlled Trial","Randomised Controlled Trial","General Practitioner ","General Practitioner ","patient and public involvement","patient and public involvement","2019-11-19 21:48:00","2019-11-19 21:48:00",419,419,65,65
362,362,A18NZA5CFORPVY,A18NZA5CFORPVY,0234,0234,"What is NHS short for? ","What is NHS short for? ","Explain RCT","Explain RCT","What is GP short for","What is GP short for","What is PPI short for?","What is PPI short for?","2019-11-20 00:21:48","2019-11-20 00:21:48",419,419,65,65
363,363,A19QK8TTHUCNG7,A19QK8TTHUCNG7,0234,0234,"National health service","National health service","Unsure sorry","Unsure sorry","General practitioner ","General practitioner ","Again I'm unsure. Sorry. ","Again I'm unsure. Sorry. ","2019-11-20 03:33:15","2019-11-20 03:33:15",419,419,54,54
364,364,A2VSOY7R90QVG5,A2VSOY7R90QVG5,0234,0234,"National Health Service","National Health Service","Randomised Control Trial","Randomised Control Trial","General Practitioner","General Practitioner","Proton-pump inhibitor","Proton-pump inhibitor","2019-11-20 05:08:49","2019-11-20 05:08:49",419,419,65,65
365,365,AWJME1ZZPDHN0,AWJME1ZZPDHN0,0234,0234,"national health service","national health service",n/a,n/a,"general practitioner","general practitioner","payment protection initiative","payment protection initiative","2019-11-20 09:02:21","2019-11-20 09:02:21",419,419,65,65
366,366,A150BOXII7BKNP,A150BOXII7BKNP,0234,0234,"National Health Service","National Health Service","Randomized Control Trial","Randomized Control Trial","General Practitioner","General Practitioner","Payment Protection Insurance","Payment Protection Insurance","2019-11-20 09:34:13","2019-11-20 09:34:13",419,419,76,76
367,367,ACXY6DV1ZJNY7,ACXY6DV1ZJNY7,0234,0234,"National Health Service","National Health Service","Random Controlled Trail","Random Controlled Trail","General Practitioner","General Practitioner","Personal Protection insurance","Personal Protection insurance","2019-11-20 09:58:15","2019-11-20 09:58:15",419,419,76,76
368,368,A3A2KCA26G0SZW,A3A2KCA26G0SZW,0234,0234,"National Health Service","National Health Service","Randomised Clinical Trial","Randomised Clinical Trial","General Practitioner","General Practitioner","Payment Protection Insurance","Payment Protection Insurance","2019-11-20 10:49:23","2019-11-20 10:49:23",419,419,76,76
369,369,A1NVQWRO6FJDBI,A1NVQWRO6FJDBI,0234,0234,"national heath insurance","national heath insurance","Randomized controlled trial","Randomized controlled trial","general practitioner ","general practitioner ","Payment protection insurance","Payment protection insurance","2019-11-20 14:32:19","2019-11-20 14:32:19",419,419,76,76
370,370,AV7T3FB0QQQH6,AV7T3FB0QQQH6,0234,0234,"What does NHS stand for?","What does NHS stand for?","What's an RCT?","What's an RCT?","What's a GP?","What's a GP?","What's PPI?","What's PPI?","2019-11-20 15:41:06","2019-11-20 15:41:06",419,419,76,76
371,371,A1UMPNWW0WHCV7,A1UMPNWW0WHCV7,0234,0234,"National Health Service","National Health Service","Ramdonised Control Trial","Ramdonised Control Trial","General Practitioner","General Practitioner","Payment Protection Insurance","Payment Protection Insurance","2019-11-20 17:02:45","2019-11-20 17:02:45",419,419,76,76
372,372,A18JD2MXWESMG7,A18JD2MXWESMG7,0234,0234,"National Health Service","National Health Service","Randomized clinical trial","Randomized clinical trial","general practitioner","general practitioner","payment protection insurance","payment protection insurance","2019-11-20 17:16:46","2019-11-20 17:16:46",419,419,76,76
373,373,A3T62C46FI4CVM,A3T62C46FI4CVM,0234,0234,"National Health Service","National Health Service","root canal treatment","root canal treatment","general practitioner","general practitioner","payment protection insurance","payment protection insurance","2019-11-20 19:01:04","2019-11-20 19:01:04",419,419,76,76
374,374,ARBJ6XQJP5VX5,ARBJ6XQJP5VX5,0234,0234,"National Health Service","National Health Service","Randomised Controlled Trial","Randomised Controlled Trial","General Practicioner","General Practicioner","Payment Protection Insurance","Payment Protection Insurance","2019-11-20 22:29:48","2019-11-20 22:29:48",419,419,87,87
375,375,A4A7P029P1F99,A4A7P029P1F99,0234,0234,"National health service","National health service","Randomized controlled tria","Randomized controlled tria","general practitioner","general practitioner","payment protection insurance","payment protection insurance","2019-11-20 22:47:55","2019-11-20 22:47:55",419,419,87,87
376,376,A2L408CQQKJT2M,A2L408CQQKJT2M,0234,0234,"National Health Service","National Health Service","dont know","dont know","General Practitioner","General Practitioner","Payment protection insurance","Payment protection insurance","2019-11-20 22:54:07","2019-11-20 22:54:07",419,419,87,87
377,377,A3DI45UTHCC0RP,A3DI45UTHCC0RP,0234,0234,"what does NHS MEAN BY","what does NHS MEAN BY","RCT stands for ?","RCT stands for ?","fullform of gp?","fullform of gp?","what is the abbreviation for ppi?","what is the abbreviation for ppi?","2019-11-21 12:12:00","2019-11-21 12:12:00",419,419,87,87
378,378,A2WG4QWEKAHZTZ,A2WG4QWEKAHZTZ,0234,0234,"NHS stands for what?","NHS stands for what?","An RTC is what?","An RTC is what?","A GP is what?","A GP is what?","PPI is what?","PPI is what?","2019-11-21 16:50:50","2019-11-21 16:50:50",419,419,87,87
379,379,A5M0DH06IWIAF,A5M0DH06IWIAF,0234,0234,"National Health Service","National Health Service","Randomised controlled trial","Randomised controlled trial","General Practicioner","General Practicioner","Payment Protection Insurance","Payment Protection Insurance","2019-11-21 16:52:39","2019-11-21 16:52:39",419,419,87,87
380,380,A3B0QSPI5FCA7S,A3B0QSPI5FCA7S,0234,0234,"Naitional health service","Naitional health service","Root canal treatment","Root canal treatment","General practitioner","General practitioner","pixels per inch","pixels per inch","2019-11-21 19:58:45","2019-11-21 19:58:45",419,419,87,87
381,381,A1U19DJ5D5BJRD,A1U19DJ5D5BJRD,0234,0234,"Search Results Featured snippet from the web Image result for nhs stands for www.abbreviations.com National Health Service","Search Results Featured snippet from the web Image result for nhs stands for www.abbreviations.com National Health Service","Search Results Featured snippet from the web randomized controlled trial","Search Results Featured snippet from the web randomized controlled trial","general practitioner","general practitioner","Payment protection insurance","Payment protection insurance","2019-11-22 07:02:54","2019-11-22 07:02:54",419,419,87,87
382,382,A2EKJB9QK7F092,A2EKJB9QK7F092,0234,0234,"National Health Service","National Health Service","Randomised Controlled Trial","Randomised Controlled Trial","General Practitioner","General Practitioner","Patient and Public Involvement","Patient and Public Involvement","2019-11-22 10:54:52","2019-11-22 10:54:52",419,419,98,98
383,383,A46PFTLZHX85B,A46PFTLZHX85B,0234,0234,"National Health Realty, Inc.","National Health Realty, Inc.","Randomized controlled trial: (RCT) A study in which people are allocated at random (by chance alone) to receive one of several clinical interventions. One of these interventions is the standard of com","Randomized controlled trial: (RCT) A study in which people are allocated at random (by chance alone) to receive one of several clinical interventions. One of these interventions is the standard of com","A GP is a doctor who does not specialize in any particular area of medicine, but who has a medical practice in which he or she treats all types of illness. GP is an abbreviation for 'general practitio","A GP is a doctor who does not specialize in any particular area of medicine, but who has a medical practice in which he or she treats all types of illness. GP is an abbreviation for 'general practitio","Payment protection insurance (PPI) is the insurance sold alongside credit cards, loans and other finance agreements to insure payments are made if the borrower is unable to make them due to sickness o","Payment protection insurance (PPI) is the insurance sold alongside credit cards, loans and other finance agreements to insure payments are made if the borrower is unable to make them due to sickness o","2019-11-22 11:14:48","2019-11-22 11:14:48",419,419,87,87
384,384,A234S4IEER49GZ,A234S4IEER49GZ,0234,0234,"National Health Service","National Health Service","Root Canal Treatment","Root Canal Treatment","General Practicioner","General Practicioner","Payment Protection Insurance","Payment Protection Insurance","2019-11-22 11:51:20","2019-11-22 11:51:20",419,419,98,98
385,385,AJC4QGCJ39VB1,AJC4QGCJ39VB1,0234,0234,"National Health Service","National Health Service","Random controlled trial","Random controlled trial","General practictioner","General practictioner","personal and public involement","personal and public involement","2019-11-22 12:11:05","2019-11-22 12:11:05",419,419,98,98
386,386,A2V9ON1EW2TC60,A2V9ON1EW2TC60,0234,0234,"National Health Service","National Health Service","Randomized Controlled Trial","Randomized Controlled Trial","General Practicioner","General Practicioner","Payment protection insurance","Payment protection insurance","2019-11-22 14:23:14","2019-11-22 14:23:14",419,419,98,98
387,387,A1RX3Z8XFJ8VJ1,A1RX3Z8XFJ8VJ1,0234,0234,"National Health Service","National Health Service","Randomized controlled trial","Randomized controlled trial","General practitioner","General practitioner","plan position indicator","plan position indicator","2019-11-22 14:41:36","2019-11-22 14:41:36",419,419,98,98
388,388,AR44AFW993KRR,AR44AFW993KRR,0234,0234,"National Health Service","National Health Service","Register of Clinical Technologists","Register of Clinical Technologists","General Practitioner","General Practitioner","Payment Protection Insurance","Payment Protection Insurance","2019-11-22 14:50:20","2019-11-22 14:50:20",419,419,98,98
389,389,ASL2H1XNE9Y6W,ASL2H1XNE9Y6W,0234,0234,"National Health Service","National Health Service","Randomised Clinical Trial","Randomised Clinical Trial","General Practioner","General Practioner","Proton Pump Inhibitor","Proton Pump Inhibitor","2019-11-22 17:56:29","2019-11-22 17:56:29",419,419,98,98
390,390,A3K4XDVBJH7XBG,A3K4XDVBJH7XBG,0234,0234,"national health service","national health service","return to clinic","return to clinic","General Practitioner","General Practitioner","Payment protection insurance","Payment protection insurance","2019-11-23 07:17:16","2019-11-23 07:17:16",419,419,98,98
391,391,A37QTEIPY5Q7DS,A37QTEIPY5Q7DS,0234,0234,"national health service","national health service","randomised controlled trial","randomised controlled trial","general practitioner","general practitioner","payment protection insurance","payment protection insurance","2019-11-23 11:24:40","2019-11-23 11:24:40",419,419,98,98
392,392,yo,yo,0234,0234,y,y,y,y,y,y,y,y,"2019-11-26 16:46:47","2019-11-26 16:46:47",419,419,54,54
393,393,yo3,yo3,63,63,y,y,y,y,y,y,y,y,"2019-11-26 17:41:51","2019-11-26 17:41:51",6319,6319,6319,6319
394,394,yo3,yo3,63,63,y,y,y,y,y,y,y,y,"2019-11-26 18:02:34","2019-11-26 18:02:34",6319,6319,6319,6319
395,395,,,,,,,,,,,,,"2019-11-26 18:06:43","2019-11-26 18:06:43",,,0,0
396,396,yo2,yo2,62,62,y,y,y,y,y,y,y,y,"2019-11-26 18:10:21","2019-11-26 18:10:21",6219,6219,6219,6219
397,397,yo4,yo4,64,64,y,y,y,y,y,y,y,y,"2019-11-26 18:26:44","2019-11-26 18:26:44",6419,6419,6419,6419
398,398,AXID3RPK6NZT6,AXID3RPK6NZT6,62,62,"National Health Service","National Health Service","Randomised Controlled Trial","Randomised Controlled Trial","Genera Practicioner","Genera Practicioner","Personal and Public Involvement","Personal and Public Involvement","2019-11-26 18:55:32","2019-11-26 18:55:32",6219,6219,6219,6219
399,399,A1UMPNWW0WHCV7,A1UMPNWW0WHCV7,62,62,"National Health Service","National Health Service","Ramdonised Control Trial","Ramdonised Control Trial","General Practitioner","General Practitioner","Payment Protection Insurance","Payment Protection Insurance","2019-11-26 19:01:15","2019-11-26 19:01:15",6219,6219,6219,6219
400,400,A3RDGO9R44A23Q,A3RDGO9R44A23Q,62,62,"National Health Service","National Health Service","Return to clinic","Return to clinic","General Practitioner","General Practitioner","Personal and public involvement","Personal and public involvement","2019-11-26 19:53:31","2019-11-26 19:53:31",6219,6219,6219,6219
401,401,A7X2K7IW80TBU,A7X2K7IW80TBU,64,64,"National Health Service","National Health Service","Randomised Clinical Trial?","Randomised Clinical Trial?","General Practitioner (personal doctor) ","General Practitioner (personal doctor) ","patient/personal involvement","patient/personal involvement","2019-11-26 20:06:05","2019-11-26 20:06:05",6419,6419,6419,6419
402,402,A2LI65T29I493R,A2LI65T29I493R,64,64,"National Health Service","National Health Service","Root Canal Treatment","Root Canal Treatment","General Practioner","General Practioner","Patient and Public Involvement","Patient and Public Involvement","2019-11-26 20:10:37","2019-11-26 20:10:37",6419,6419,6419,6419
403,403,AYL3SQMR8E5W9,AYL3SQMR8E5W9,62,62,"National Health Service","National Health Service","randomized controlled trial","randomized controlled trial","general practitioner","general practitioner","Payment protection insurance","Payment protection insurance","2019-11-26 20:18:29","2019-11-26 20:18:29",6219,6219,6219,6219
404,404,AXID3RPK6NZT6,AXID3RPK6NZT6,63,63,"National Health Service","National Health Service","Randomised Controlled Trial","Randomised Controlled Trial","Genera Practicioner","Genera Practicioner","Personal and Public Involvement","Personal and Public Involvement","2019-11-26 20:53:29","2019-11-26 20:53:29",6319,6319,6319,6319
405,405,A3FU5C1J94D7GB,A3FU5C1J94D7GB,62,62,"National Health Service","National Health Service","not sure","not sure","General practitioner","General practitioner","payment projection insurance","payment projection insurance","2019-11-26 21:19:26","2019-11-26 21:19:26",6219,6219,6219,6219
406,406,A1FEPJESBGNOU5,A1FEPJESBGNOU5,63,63,"National Health Service","National Health Service","Randomized Controlled Trial","Randomized Controlled Trial","General Practitioner","General Practitioner","Payment Protection Insurance","Payment Protection Insurance","2019-11-26 22:06:58","2019-11-26 22:06:58",6319,6319,6319,6319
407,407,A1CXSF5YMXOO7R,A1CXSF5YMXOO7R,62,62,"National Health Service","National Health Service"," Randomised Controlled Trial"," Randomised Controlled Trial","General Practitioner","General Practitioner","Payment Protection Insurance ","Payment Protection Insurance ","2019-11-26 22:38:35","2019-11-26 22:38:35",6219,6219,6219,6219
408,408,A1FEPJESBGNOU5,A1FEPJESBGNOU5,64,64,"National Health Service","National Health Service","Randomised Clinical Trial","Randomised Clinical Trial","General Practitioner","General Practitioner","Payment Protection Insurance","Payment Protection Insurance","2019-11-27 07:47:24","2019-11-27 07:47:24",6419,6419,6419,6419
409,409,AR1T9V6PW5OD6,AR1T9V6PW5OD6,64,64,"National Health Service","National Health Service","Randomized Control Trial","Randomized Control Trial","General Practitioner","General Practitioner","Proton-pump inhibitors","Proton-pump inhibitors","2019-11-27 09:29:41","2019-11-27 09:29:41",6419,6419,6419,6419
410,410,A3JBXAUGUPVIQR,A3JBXAUGUPVIQR,62,62,"National health service","National health service","Randomized control trial","Randomized control trial","General practitioner ","General practitioner ","Payment protection insurance ","Payment protection insurance ","2019-11-27 09:55:29","2019-11-27 09:55:29",6219,6219,6219,6219
411,411,AFAX6KGS1P9GI,AFAX6KGS1P9GI,62,62,"National Health Service","National Health Service","Registered Care Trust","Registered Care Trust","General Practitioner","General Practitioner","Payment Protection Insurance","Payment Protection Insurance","2019-11-27 10:00:34","2019-11-27 10:00:34",6219,6219,6219,6219
412,412,A2HC04434S9TP0,A2HC04434S9TP0,63,63,"National Health Service","National Health Service","Randomised Controlled Trial","Randomised Controlled Trial","General Practitioner","General Practitioner","Payment Protection Insurance","Payment Protection Insurance","2019-11-27 10:04:53","2019-11-27 10:04:53",6319,6319,6319,6319
