idRevision,0,RID,1,idReviser,2,idLeaflet,3,idSentence,4,crwRevision,5,dateT,6,g,7,flag,8
1198,1198,1641,1641,A2VSOY7R90QVG5,A2VSOY7R90QVG5,2,2,2100,2100,"If you have agreed for us to collect routine NHS data, your name will be removed and the data will be tracked using your NHS and hospital numbers.","If you have agreed for us to collect routine NHS data, your name will be removed and the data will be tracked using your NHS and hospital numbers.","2019-11-20 05:02:46","2019-11-20 05:02:46",65,65,419,419
1199,1199,1642,1642,A2VSOY7R90QVG5,A2VSOY7R90QVG5,3,3,312,312,"A workshop for men with prostate cancer will be part of the care programme, which will help them better manage any prostate cancer-related issues they have.","A workshop for men with prostate cancer will be part of the care programme, which will help them better manage any prostate cancer-related issues they have.","2019-11-20 05:05:15","2019-11-20 05:05:15",65,65,419,419
1200,1200,1643,1643,A2VSOY7R90QVG5,A2VSOY7R90QVG5,3,3,319,319,"No, your medical care will not be affected if you decide you do not wish to take part, as taking part in this research is voluntary.","No, your medical care will not be affected if you decide you do not wish to take part, as taking part in this research is voluntary.","2019-11-20 05:06:58","2019-11-20 05:06:58",65,65,419,419
1201,1201,1645,1645,A2AHAQJTI88YPR,A2AHAQJTI88YPR,3,3,346,346,"Prostate cancer is one of the most common types of cancer in men. Usually prostate cancer grows slowly and is initially confined to the prostate gland, where it may not cause serious harm","Prostate cancer is one of the most common types of cancer in men. Usually prostate cancer grows slowly and is initially confined to the prostate gland, where it may not cause serious harm","2019-11-20 05:23:27","2019-11-20 05:23:27",65,65,419,419
1202,1202,1646,1646,A2AHAQJTI88YPR,A2AHAQJTI88YPR,4,4,406,406,no,no,"2019-11-20 05:24:00","2019-11-20 05:24:00",65,65,419,419
1203,1203,1647,1647,A2AHAQJTI88YPR,A2AHAQJTI88YPR,4,4,418,418,No,No,"2019-11-20 05:24:20","2019-11-20 05:24:20",65,65,419,419
1204,1204,1648,1648,A2AHAQJTI88YPR,A2AHAQJTI88YPR,4,4,450,450,"Dennis was diagnosed with Stage 4 Prostate Cancer in 2009, after cancer had metastasized into his lymph nodes and throughout his pelvic bones. Because of his age, the only option his doctor gave him was a shot of estrogen. Not willing to go that route and not yet ready to quit, Dennis made a decision to do it his way.","Dennis was diagnosed with Stage 4 Prostate Cancer in 2009, after cancer had metastasized into his lymph nodes and throughout his pelvic bones. Because of his age, the only option his doctor gave him was a shot of estrogen. Not willing to go that route and not yet ready to quit, Dennis made a decision to do it his way.","2019-11-20 05:26:52","2019-11-20 05:26:52",65,65,419,419
1205,1205,1649,1649,A2AHAQJTI88YPR,A2AHAQJTI88YPR,2,2,232,232,"NO ","NO ","2019-11-20 05:27:25","2019-11-20 05:27:25",65,65,419,419
1206,1206,1652,1652,AWJME1ZZPDHN0,AWJME1ZZPDHN0,3,3,346,346,"Your views in this research will be used to create a workshop which will be used for men with prostate cancer","Your views in this research will be used to create a workshop which will be used for men with prostate cancer","2019-11-20 08:56:50","2019-11-20 08:56:50",65,65,419,419
1207,1207,1653,1653,AWJME1ZZPDHN0,AWJME1ZZPDHN0,4,4,406,406,"a member of the clinical team will look through the information sheet and any questions you have will be answered","a member of the clinical team will look through the information sheet and any questions you have will be answered","2019-11-20 08:57:35","2019-11-20 08:57:35",65,65,419,419
1208,1208,1654,1654,AWJME1ZZPDHN0,AWJME1ZZPDHN0,4,4,418,418,"we want to find out how a diagnosis of prostate cancer and treatment can affect a persons well being","we want to find out how a diagnosis of prostate cancer and treatment can affect a persons well being","2019-11-20 08:58:08","2019-11-20 08:58:08",65,65,419,419
1209,1209,1655,1655,AWJME1ZZPDHN0,AWJME1ZZPDHN0,4,4,450,450,"If at any point you experience any difficulties we can provide where you can find support","If at any point you experience any difficulties we can provide where you can find support","2019-11-20 08:58:43","2019-11-20 08:58:43",65,65,419,419
1210,1210,1656,1656,AWJME1ZZPDHN0,AWJME1ZZPDHN0,2,2,232,232,"after reading the information sheet and once you are happy you're questions are answered we will then ask you whether you are happy to take part in our study","after reading the information sheet and once you are happy you're questions are answered we will then ask you whether you are happy to take part in our study","2019-11-20 08:59:25","2019-11-20 08:59:25",65,65,419,419
1211,1211,1657,1657,AWJME1ZZPDHN0,AWJME1ZZPDHN0,2,2,264,264,"Once you agree to take part in this research study, you also accept that we will use your data to help conduct and analyse this research","Once you agree to take part in this research study, you also accept that we will use your data to help conduct and analyse this research","2019-11-20 09:00:08","2019-11-20 09:00:08",65,65,419,419
1212,1212,1658,1658,AWJME1ZZPDHN0,AWJME1ZZPDHN0,2,2,2100,2100,"If you have previously agreed for us to collect routine NHS data we will track this by using your NHS number but you will remain anonymous","If you have previously agreed for us to collect routine NHS data we will track this by using your NHS number but you will remain anonymous","2019-11-20 09:00:53","2019-11-20 09:00:53",65,65,419,419
1213,1213,1659,1659,AWJME1ZZPDHN0,AWJME1ZZPDHN0,3,3,312,312,"the care programme will be a workshop for men with prostate cancer to help them manage any issues related to this","the care programme will be a workshop for men with prostate cancer to help them manage any issues related to this","2019-11-20 09:01:25","2019-11-20 09:01:25",65,65,419,419
1214,1214,1660,1660,AWJME1ZZPDHN0,AWJME1ZZPDHN0,3,3,319,319,"taking any part in this research is voluntary and none of your medical care will be affected by this if you choose not to","taking any part in this research is voluntary and none of your medical care will be affected by this if you choose not to","2019-11-20 09:01:50","2019-11-20 09:01:50",65,65,419,419
1215,1215,1662,1662,A150BOXII7BKNP,A150BOXII7BKNP,4,4,406,406,"A research nurse (or member of your clinical team) will go through the information sheet and answer any questions you may have. ","A research nurse (or member of your clinical team) will go through the information sheet and answer any questions you may have. ","2019-11-20 09:29:24","2019-11-20 09:29:24",76,76,419,419
1216,1216,1663,1663,A150BOXII7BKNP,A150BOXII7BKNP,4,4,418,418,"We want to know how a diagnosis of prostate cancer and treatment affects peoples health and general well-being.","We want to know how a diagnosis of prostate cancer and treatment affects peoples health and general well-being.","2019-11-20 09:29:57","2019-11-20 09:29:57",76,76,419,419
1217,1217,1664,1664,A150BOXII7BKNP,A150BOXII7BKNP,4,4,450,450,"If you are finding your experience difficult, we can help you find places where you may get more support. ","If you are finding your experience difficult, we can help you find places where you may get more support. ","2019-11-20 09:30:20","2019-11-20 09:30:20",76,76,419,419
1218,1218,1665,1665,A150BOXII7BKNP,A150BOXII7BKNP,2,2,232,232,"Once you have read all of the information and asked any questions, you will be asked if you are happy to participate in the study. ","Once you have read all of the information and asked any questions, you will be asked if you are happy to participate in the study. ","2019-11-20 09:30:48","2019-11-20 09:30:48",76,76,419,419
1219,1219,1666,1666,A150BOXII7BKNP,A150BOXII7BKNP,2,2,264,264,"If you agree to take part in the research study, we will use your data to conduct and analyse the study. ","If you agree to take part in the research study, we will use your data to conduct and analyse the study. ","2019-11-20 09:31:27","2019-11-20 09:31:27",76,76,419,419
1220,1220,1667,1667,A150BOXII7BKNP,A150BOXII7BKNP,2,2,2100,2100,"If you have agreed we can use your NHS data, this will be tracked using your hospital and NHS numbers but your name will be removed. ","If you have agreed we can use your NHS data, this will be tracked using your hospital and NHS numbers but your name will be removed. ","2019-11-20 09:31:58","2019-11-20 09:31:58",76,76,419,419
1221,1221,1668,1668,A150BOXII7BKNP,A150BOXII7BKNP,3,3,312,312,"As part of the care, there will be a workshop for men with prostate cancer which will help answer and manage any prostate cancer issues they may have. ","As part of the care, there will be a workshop for men with prostate cancer which will help answer and manage any prostate cancer issues they may have. ","2019-11-20 09:32:34","2019-11-20 09:32:34",76,76,419,419
1222,1222,1669,1669,A150BOXII7BKNP,A150BOXII7BKNP,3,3,319,319,"Your medical care will not be affected if you do not decide to take part. ","Your medical care will not be affected if you do not decide to take part. ","2019-11-20 09:33:01","2019-11-20 09:33:01",76,76,419,419
1223,1223,1670,1670,A150BOXII7BKNP,A150BOXII7BKNP,3,3,346,346,"This research is used to develop workshops for men with prostate cancer, and your views will be used to do this. ","This research is used to develop workshops for men with prostate cancer, and your views will be used to do this. ","2019-11-20 09:33:42","2019-11-20 09:33:42",76,76,419,419
1224,1224,1672,1672,ACXY6DV1ZJNY7,ACXY6DV1ZJNY7,4,4,406,406,"A member of the team will go through the information sheet and answer any questions","A member of the team will go through the information sheet and answer any questions","2019-11-20 09:45:54","2019-11-20 09:45:54",76,76,419,419
1225,1225,1673,1673,ACXY6DV1ZJNY7,ACXY6DV1ZJNY7,4,4,418,418,"We are interested in how prostate cancer affects people","We are interested in how prostate cancer affects people","2019-11-20 09:47:27","2019-11-20 09:47:27",76,76,419,419
1226,1226,1674,1674,ACXY6DV1ZJNY7,ACXY6DV1ZJNY7,4,4,450,450,"We can offer additional support","We can offer additional support","2019-11-20 09:48:27","2019-11-20 09:48:27",76,76,419,419
1227,1227,1675,1675,ACXY6DV1ZJNY7,ACXY6DV1ZJNY7,2,2,232,232,"After completion you will be asked if you want to take part in the study","After completion you will be asked if you want to take part in the study","2019-11-20 09:50:52","2019-11-20 09:50:52",76,76,419,419
1228,1228,1676,1676,ACXY6DV1ZJNY7,ACXY6DV1ZJNY7,2,2,264,264,"Your data will then be used to conduct and analyse the research study","Your data will then be used to conduct and analyse the research study","2019-11-20 09:51:56","2019-11-20 09:51:56",76,76,419,419
1229,1229,1677,1677,ACXY6DV1ZJNY7,ACXY6DV1ZJNY7,2,2,2100,2100,"Routine NHS data will be tracked using only your NHS and hospital numbers.","Routine NHS data will be tracked using only your NHS and hospital numbers.","2019-11-20 09:53:03","2019-11-20 09:53:03",76,76,419,419
1230,1230,1678,1678,ACXY6DV1ZJNY7,ACXY6DV1ZJNY7,3,3,312,312,"The Care Programme helps men manage prostate cancer related issues","The Care Programme helps men manage prostate cancer related issues","2019-11-20 09:54:40","2019-11-20 09:54:40",76,76,419,419
1231,1231,1679,1679,ACXY6DV1ZJNY7,ACXY6DV1ZJNY7,3,3,319,319,"This voluntary study will not affect your medical care.","This voluntary study will not affect your medical care.","2019-11-20 09:55:29","2019-11-20 09:55:29",76,76,419,419
1232,1232,1680,1680,ACXY6DV1ZJNY7,ACXY6DV1ZJNY7,3,3,346,346,"Your views will help develop a workshop for men with prostate cancer","Your views will help develop a workshop for men with prostate cancer","2019-11-20 09:56:24","2019-11-20 09:56:24",76,76,419,419
1233,1233,1682,1682,A3A2KCA26G0SZW,A3A2KCA26G0SZW,4,4,406,406,"Any questions you may have will be answered by a research nurse or a member of your clinical team","Any questions you may have will be answered by a research nurse or a member of your clinical team","2019-11-20 10:33:40","2019-11-20 10:33:40",76,76,419,419
1234,1234,1683,1683,A3A2KCA26G0SZW,A3A2KCA26G0SZW,4,4,418,418,"The diagnosis and treatment are interesting to us as we are able to examine the effects on a patients health and well-being","The diagnosis and treatment are interesting to us as we are able to examine the effects on a patients health and well-being","2019-11-20 10:35:14","2019-11-20 10:35:14",76,76,419,419
1235,1235,1684,1684,A3A2KCA26G0SZW,A3A2KCA26G0SZW,4,4,450,450,"Details of where you could find more support can also be provided, should you experience any difficulties","Details of where you could find more support can also be provided, should you experience any difficulties","2019-11-20 10:36:31","2019-11-20 10:36:31",76,76,419,419
1236,1236,1685,1685,A3A2KCA26G0SZW,A3A2KCA26G0SZW,2,2,232,232,"You will be asked whether you are happy or not to take part in the trial, after having read the information and getting any questions you may have answered","You will be asked whether you are happy or not to take part in the trial, after having read the information and getting any questions you may have answered","2019-11-20 10:38:11","2019-11-20 10:38:11",76,76,419,419
1237,1237,1686,1686,A3A2KCA26G0SZW,A3A2KCA26G0SZW,2,2,264,264,"We will use your data so that we can conduct and analyse the research study, after you agree to take part in the study","We will use your data so that we can conduct and analyse the research study, after you agree to take part in the study","2019-11-20 10:39:44","2019-11-20 10:39:44",76,76,419,419
1238,1238,1687,1687,A3A2KCA26G0SZW,A3A2KCA26G0SZW,2,2,2100,2100,"We will use your NHS and hospital numbers to track progress after agreeing to allowing us to collect routine NHS data, we will remove your name to remain anonymous","We will use your NHS and hospital numbers to track progress after agreeing to allowing us to collect routine NHS data, we will remove your name to remain anonymous","2019-11-20 10:42:17","2019-11-20 10:42:17",76,76,419,419
1239,1239,1688,1688,A3A2KCA26G0SZW,A3A2KCA26G0SZW,3,3,312,312,"To manage any prostate cancer related issues some men may have, a workshop will be available as part of the Care Programme","To manage any prostate cancer related issues some men may have, a workshop will be available as part of the Care Programme","2019-11-20 10:43:58","2019-11-20 10:43:58",76,76,419,419
1240,1240,1689,1689,A3A2KCA26G0SZW,A3A2KCA26G0SZW,3,3,319,319,"No, your medical care will not be affected, should you wish to not take part.","No, your medical care will not be affected, should you wish to not take part.","2019-11-20 10:45:30","2019-11-20 10:45:30",76,76,419,419
1241,1241,1690,1690,A3A2KCA26G0SZW,A3A2KCA26G0SZW,3,3,346,346,"Your views and the research will be used to create a workshops that will help men with prostate cancer","Your views and the research will be used to create a workshops that will help men with prostate cancer","2019-11-20 10:47:42","2019-11-20 10:47:42",76,76,419,419
1242,1242,1705,1705,A25KSFREJ776AS,A25KSFREJ776AS,4,4,418,418,"Powerful anti-inflammatory effects on the prostate. No adverse side effects. This unique preparation was formulated in China, in the Institute of Zheijang.","Powerful anti-inflammatory effects on the prostate. No adverse side effects. This unique preparation was formulated in China, in the Institute of Zheijang.","2019-11-20 15:10:56","2019-11-20 15:10:56",76,76,419,419
1243,1243,1708,1708,A25KSFREJ776AS,A25KSFREJ776AS,2,2,264,264,"Informed consent helps you learn about the research study. After learning about the study, you will be able to ask the researcher or staff members questions. You should only agree to take part after you clearly understand the study and feel comfortable. You should take time to talk over your decision with your doctors, family and friends. If ... ","Informed consent helps you learn about the research study. After learning about the study, you will be able to ask the researcher or staff members questions. You should only agree to take part after you clearly understand the study and feel comfortable. You should take time to talk over your decision with your doctors, family and friends. If ... ","2019-11-20 15:18:33","2019-11-20 15:18:33",76,76,419,419
1244,1244,1710,1710,AV7T3FB0QQQH6,AV7T3FB0QQQH6,4,4,406,406,"A member of your clinical team will review the information sheet with you and answer any questions you have.","A member of your clinical team will review the information sheet with you and answer any questions you have.","2019-11-20 15:32:25","2019-11-20 15:32:25",76,76,419,419
1245,1245,1711,1711,AV7T3FB0QQQH6,AV7T3FB0QQQH6,4,4,418,418,"We are interested in how prostate cancer and its treatment affects a person's well being.","We are interested in how prostate cancer and its treatment affects a person's well being.","2019-11-20 15:33:24","2019-11-20 15:33:24",76,76,419,419
1246,1246,1712,1712,AV7T3FB0QQQH6,AV7T3FB0QQQH6,4,4,450,450,"If you are finding your experience difficult, we can provide you with details of where you might get more support.","If you are finding your experience difficult, we can provide you with details of where you might get more support.","2019-11-20 15:34:09","2019-11-20 15:34:09",76,76,419,419
1247,1247,1713,1713,AV7T3FB0QQQH6,AV7T3FB0QQQH6,2,2,232,232,"After having read the information sheet and had your questions answered, you will be asked if your are happy to take part in the study.","After having read the information sheet and had your questions answered, you will be asked if your are happy to take part in the study.","2019-11-20 15:35:19","2019-11-20 15:35:19",76,76,419,419
1248,1248,1714,1714,AV7T3FB0QQQH6,AV7T3FB0QQQH6,2,2,264,264,"When you agree to take part in a study, we will use your data to conduct and analyse the research study.","When you agree to take part in a study, we will use your data to conduct and analyse the research study.","2019-11-20 15:35:58","2019-11-20 15:35:58",76,76,419,419
1249,1249,1715,1715,AV7T3FB0QQQH6,AV7T3FB0QQQH6,2,2,2100,2100,"If you agreed to collect routine NHS data, your NHS and hospital numbers will be tracked, but your name removed.","If you agreed to collect routine NHS data, your NHS and hospital numbers will be tracked, but your name removed.","2019-11-20 15:37:04","2019-11-20 15:37:04",76,76,419,419
1250,1250,1716,1716,AV7T3FB0QQQH6,AV7T3FB0QQQH6,3,3,312,312,"Part of the Care Programme will be be a workshop for men with prostate cancer to help them manage any issues they have.","Part of the Care Programme will be be a workshop for men with prostate cancer to help them manage any issues they have.","2019-11-20 15:37:50","2019-11-20 15:37:50",76,76,419,419
1251,1251,1717,1717,AV7T3FB0QQQH6,AV7T3FB0QQQH6,3,3,319,319,"Taking part in this research is voluntary and your medical care will not be affected if you decide not to take part.","Taking part in this research is voluntary and your medical care will not be affected if you decide not to take part.","2019-11-20 15:38:46","2019-11-20 15:38:46",76,76,419,419
1252,1252,1718,1718,AV7T3FB0QQQH6,AV7T3FB0QQQH6,3,3,346,346,"The purpose is to develop a workshop which is right for men with prostate cancer and your views will help do this.","The purpose is to develop a workshop which is right for men with prostate cancer and your views will help do this.","2019-11-20 15:39:33","2019-11-20 15:39:33",76,76,419,419
1253,1253,1719,1719,A6M6ES3Z7QNWG,A6M6ES3Z7QNWG,2,2,0,0,,,"2019-11-20 16:02:22","2019-11-20 16:02:22",76,76,419,419
1254,1254,1720,1720,A1USKRAFG6C9TV,A1USKRAFG6C9TV,2,2,0,0,,,"2019-11-20 16:16:34","2019-11-20 16:16:34",76,76,419,419
1255,1255,1721,1721,A1UMPNWW0WHCV7,A1UMPNWW0WHCV7,2,2,0,0,,,"2019-11-20 16:54:27","2019-11-20 16:54:27",76,76,419,419
1256,1256,1722,1722,A1UMPNWW0WHCV7,A1UMPNWW0WHCV7,4,4,406,406,"You will get help and answers to questions from a nurse or team member","You will get help and answers to questions from a nurse or team member","2019-11-20 16:55:03","2019-11-20 16:55:03",76,76,419,419
1257,1257,1723,1723,A1UMPNWW0WHCV7,A1UMPNWW0WHCV7,4,4,418,418,"We want to find out having prostate cancer makes a person feel ","We want to find out having prostate cancer makes a person feel ","2019-11-20 16:55:51","2019-11-20 16:55:51",76,76,419,419
1258,1258,1724,1724,A1UMPNWW0WHCV7,A1UMPNWW0WHCV7,4,4,450,450,"If you need help and support, we will tell you how you can get it","If you need help and support, we will tell you how you can get it","2019-11-20 16:56:24","2019-11-20 16:56:24",76,76,419,419
1259,1259,1725,1725,A1UMPNWW0WHCV7,A1UMPNWW0WHCV7,2,2,232,232,"We will answer all your questions before you decide if you wish to continue with the study","We will answer all your questions before you decide if you wish to continue with the study","2019-11-20 16:57:39","2019-11-20 16:57:39",76,76,419,419
1260,1260,1726,1726,A1UMPNWW0WHCV7,A1UMPNWW0WHCV7,2,2,264,264,"By joining this study you are allowing us to use your data. ","By joining this study you are allowing us to use your data. ","2019-11-20 16:58:27","2019-11-20 16:58:27",76,76,419,419
1261,1261,1727,1727,A1UMPNWW0WHCV7,A1UMPNWW0WHCV7,2,2,2100,2100,"Information from this study will be kept in NHS records but your name will be removed to protect your privacy. ","Information from this study will be kept in NHS records but your name will be removed to protect your privacy. ","2019-11-20 16:59:12","2019-11-20 16:59:12",76,76,419,419
1262,1262,1728,1728,A1UMPNWW0WHCV7,A1UMPNWW0WHCV7,3,3,312,312,"Part of the Programme will be workshop that will help men with prostate cancer. ","Part of the Programme will be workshop that will help men with prostate cancer. ","2019-11-20 17:00:15","2019-11-20 17:00:15",76,76,419,419
1263,1263,1729,1729,A1UMPNWW0WHCV7,A1UMPNWW0WHCV7,3,3,319,319,"The research is voluntary and will not exclude you from other medical care. ","The research is voluntary and will not exclude you from other medical care. ","2019-11-20 17:00:43","2019-11-20 17:00:43",76,76,419,419
1264,1264,1730,1730,A18JD2MXWESMG7,A18JD2MXWESMG7,2,2,0,0,,,"2019-11-20 17:01:10","2019-11-20 17:01:10",76,76,419,419
1265,1265,1731,1731,A1UMPNWW0WHCV7,A1UMPNWW0WHCV7,3,3,346,346,"The research will help to create a useful workshop for others. ","The research will help to create a useful workshop for others. ","2019-11-20 17:01:12","2019-11-20 17:01:12",76,76,419,419
1266,1266,1732,1732,A18JD2MXWESMG7,A18JD2MXWESMG7,4,4,406,406,"The nurse or clinical team member will talk through the information sheet with you and answer any questions you have.","The nurse or clinical team member will talk through the information sheet with you and answer any questions you have.","2019-11-20 17:03:02","2019-11-20 17:03:02",76,76,419,419
1267,1267,1733,1733,A18JD2MXWESMG7,A18JD2MXWESMG7,4,4,418,418,"We want to know how a prostrate cancer diagnosis and the treatment affects someone's health and well-being.","We want to know how a prostrate cancer diagnosis and the treatment affects someone's health and well-being.","2019-11-20 17:04:16","2019-11-20 17:04:16",76,76,419,419
1268,1268,1734,1734,A18JD2MXWESMG7,A18JD2MXWESMG7,4,4,450,450,"If you are finding any think difficult we provide you with detials on how to get more support.","If you are finding any think difficult we provide you with detials on how to get more support.","2019-11-20 17:05:09","2019-11-20 17:05:09",76,76,419,419
1269,1269,1735,1735,A18JD2MXWESMG7,A18JD2MXWESMG7,2,2,232,232,"Once you have read the sheet and are happy any questions you have are answered, you will be asked if you want to take part in the study.","Once you have read the sheet and are happy any questions you have are answered, you will be asked if you want to take part in the study.","2019-11-20 17:06:50","2019-11-20 17:06:50",76,76,419,419
1270,1270,1736,1736,A18JD2MXWESMG7,A18JD2MXWESMG7,2,2,264,264,"If you agree to take part in the study, we use your data for the research study.","If you agree to take part in the study, we use your data for the research study.","2019-11-20 17:08:22","2019-11-20 17:08:22",76,76,419,419
1271,1271,1737,1737,A18JD2MXWESMG7,A18JD2MXWESMG7,2,2,2100,2100,"If you agree for us to use your NHS data, we will track your data but not use your name in any data we collect.","If you agree for us to use your NHS data, we will track your data but not use your name in any data we collect.","2019-11-20 17:09:44","2019-11-20 17:09:44",76,76,419,419
1272,1272,1738,1738,A18JD2MXWESMG7,A18JD2MXWESMG7,3,3,312,312,"Part of the care programme is a workshop to help men manage with prostrate cancer.","Part of the care programme is a workshop to help men manage with prostrate cancer.","2019-11-20 17:12:12","2019-11-20 17:12:12",76,76,419,419
1273,1273,1739,1739,A18JD2MXWESMG7,A18JD2MXWESMG7,3,3,319,319,"Taking part is Voluntary and none of your medical care will be affected by this.","Taking part is Voluntary and none of your medical care will be affected by this.","2019-11-20 17:13:10","2019-11-20 17:13:10",76,76,419,419
1274,1274,1740,1740,A18JD2MXWESMG7,A18JD2MXWESMG7,3,3,346,346,"The research will be used to develop a workshop for men with prostrate cancer.","The research will be used to develop a workshop for men with prostrate cancer.","2019-11-20 17:14:02","2019-11-20 17:14:02",76,76,419,419
1275,1275,1741,1741,A3T62C46FI4CVM,A3T62C46FI4CVM,2,2,0,0,,,"2019-11-20 18:38:13","2019-11-20 18:38:13",76,76,419,419
1276,1276,1742,1742,A3T62C46FI4CVM,A3T62C46FI4CVM,4,4,406,406,"our nurse is so proper in our clnical team.","our nurse is so proper in our clnical team.","2019-11-20 18:40:56","2019-11-20 18:40:56",76,76,419,419
1277,1277,1743,1743,A3T62C46FI4CVM,A3T62C46FI4CVM,4,4,418,418,"cancer very bad issuse.","cancer very bad issuse.","2019-11-20 18:41:49","2019-11-20 18:41:49",76,76,419,419
1278,1278,1744,1744,A3T62C46FI4CVM,A3T62C46FI4CVM,4,4,450,450,"good support.","good support.","2019-11-20 18:42:10","2019-11-20 18:42:10",76,76,419,419
1279,1279,1745,1745,A3T62C46FI4CVM,A3T62C46FI4CVM,2,2,232,232,"so cleared in our economic.","so cleared in our economic.","2019-11-20 18:43:00","2019-11-20 18:43:00",76,76,419,419
1280,1280,1746,1746,A3T62C46FI4CVM,A3T62C46FI4CVM,2,2,264,264,"the research is very useful to our process","the research is very useful to our process","2019-11-20 18:43:55","2019-11-20 18:43:55",76,76,419,419
1281,1281,1747,1747,A3T62C46FI4CVM,A3T62C46FI4CVM,2,2,2100,2100,"not removed.","not removed.","2019-11-20 18:44:59","2019-11-20 18:44:59",76,76,419,419
1282,1282,1748,1748,A3T62C46FI4CVM,A3T62C46FI4CVM,3,3,312,312,"many problems in this issues","many problems in this issues","2019-11-20 18:46:02","2019-11-20 18:46:02",76,76,419,419
1283,1283,1749,1749,A3T62C46FI4CVM,A3T62C46FI4CVM,3,3,319,319,"no one can understood.","no one can understood.","2019-11-20 18:46:50","2019-11-20 18:46:50",76,76,419,419
1284,1284,1750,1750,A3T62C46FI4CVM,A3T62C46FI4CVM,3,3,346,346,never.,never.,"2019-11-20 18:47:10","2019-11-20 18:47:10",76,76,419,419
1285,1285,1751,1751,A20BMLDKLO38ZE,A20BMLDKLO38ZE,2,2,0,0,,,"2019-11-20 21:47:04","2019-11-20 21:47:04",87,87,419,419
1286,1286,1752,1752,https://wppi.soton.a,https://wppi.soton.a,2,2,0,0,,,"2019-11-20 21:47:36","2019-11-20 21:47:36",87,87,419,419
1287,1287,1753,1753,ARBJ6XQJP5VX5,ARBJ6XQJP5VX5,2,2,0,0,,,"2019-11-20 22:15:46","2019-11-20 22:15:46",87,87,419,419
1288,1288,1754,1754,ARBJ6XQJP5VX5,ARBJ6XQJP5VX5,4,4,418,418,"We want to find out if how prostate cancer is treated affects a persons health and well-being","We want to find out if how prostate cancer is treated affects a persons health and well-being","2019-11-20 22:16:40","2019-11-20 22:16:40",87,87,419,419
1289,1289,1755,1755,ARBJ6XQJP5VX5,ARBJ6XQJP5VX5,4,4,450,450,"If you find anything about this too difficult then just tell us and we will try to get more support","If you find anything about this too difficult then just tell us and we will try to get more support","2019-11-20 22:17:53","2019-11-20 22:17:53",87,87,419,419
1290,1290,1756,1756,ARBJ6XQJP5VX5,ARBJ6XQJP5VX5,2,2,232,232,"Please take the time to read the information sheet provided. if you have any questions, now is the time to ask them. After you have completed them we will ask you to confirm that you're happy to take part in the study","Please take the time to read the information sheet provided. if you have any questions, now is the time to ask them. After you have completed them we will ask you to confirm that you're happy to take part in the study","2019-11-20 22:20:26","2019-11-20 22:20:26",87,87,419,419
1291,1291,1757,1757,ARBJ6XQJP5VX5,ARBJ6XQJP5VX5,2,2,264,264,"By taking part in a research study, you agree for us to use the data collected to inform our results.","By taking part in a research study, you agree for us to use the data collected to inform our results.","2019-11-20 22:21:55","2019-11-20 22:21:55",87,87,419,419
1292,1292,1758,1758,ARBJ6XQJP5VX5,ARBJ6XQJP5VX5,2,2,2100,2100,"If you agreed for us to collect your NHS data, we will track this using your NHS and hospital numbers. We will remove your name.","If you agreed for us to collect your NHS data, we will track this using your NHS and hospital numbers. We will remove your name.","2019-11-20 22:23:31","2019-11-20 22:23:31",87,87,419,419
1293,1293,1759,1759,ARBJ6XQJP5VX5,ARBJ6XQJP5VX5,3,3,312,312,"As part of the programme there will be a workshop for men with prostate cancer. this workshop will allow them to better manage and directly related issues.","As part of the programme there will be a workshop for men with prostate cancer. this workshop will allow them to better manage and directly related issues.","2019-11-20 22:25:33","2019-11-20 22:25:33",87,87,419,419
1294,1294,1760,1760,ARBJ6XQJP5VX5,ARBJ6XQJP5VX5,3,3,319,319,"This research is 100% voluntary and it is your decision if you want to take part. Please note your medical care will not be affected either way.","This research is 100% voluntary and it is your decision if you want to take part. Please note your medical care will not be affected either way.","2019-11-20 22:27:10","2019-11-20 22:27:10",87,87,419,419
1295,1295,1761,1761,ARBJ6XQJP5VX5,ARBJ6XQJP5VX5,3,3,346,346,"We will use your views from this research to help develop future workshops for men with prostate cancer","We will use your views from this research to help develop future workshops for men with prostate cancer","2019-11-20 22:27:45","2019-11-20 22:27:45",87,87,419,419
1296,1296,1762,1762,ARBJ6XQJP5VX5,ARBJ6XQJP5VX5,4,4,406,406,"Someone will be on hand to help you complete the information sheet and answer any questions you may have.","Someone will be on hand to help you complete the information sheet and answer any questions you may have.","2019-11-20 22:28:42","2019-11-20 22:28:42",87,87,419,419
1297,1297,1763,1763,A4A7P029P1F99,A4A7P029P1F99,2,2,0,0,,,"2019-11-20 22:39:20","2019-11-20 22:39:20",87,87,419,419
1298,1298,1764,1764,A4A7P029P1F99,A4A7P029P1F99,4,4,418,418,no,no,"2019-11-20 22:39:36","2019-11-20 22:39:36",87,87,419,419
1299,1299,1765,1765,A4A7P029P1F99,A4A7P029P1F99,4,4,450,450,"yeah iam accepted","yeah iam accepted","2019-11-20 22:40:01","2019-11-20 22:40:01",87,87,419,419
1300,1300,1766,1766,A4A7P029P1F99,A4A7P029P1F99,2,2,232,232,"yeah iam completely readed","yeah iam completely readed","2019-11-20 22:40:30","2019-11-20 22:40:30",87,87,419,419
1301,1301,1767,1767,A4A7P029P1F99,A4A7P029P1F99,2,2,264,264,"ok no problem","ok no problem","2019-11-20 22:40:51","2019-11-20 22:40:51",87,87,419,419
