idClozeW,0,idReviser,1,idLeaflet,2,idSentence,3,clozeField1,4,clozeField2,5,clozeField3,6,clozeField4,7,clozeField5,8,clozeField6,9,clozeField7,10,clozeField8,11,clozeField9,12,clozeField10,13,dateT,14,flag,15,idGroup,16
836,836,AXID3RPK6NZT6,AXID3RPK6NZT6,2,2,234,234,can,can,your,your,it,it,researcher,researcher,it,it,return,return,,,,,,,,,"2019-09-09 20:40:08","2019-09-09 20:40:08",2123,2123,23,23
837,837,AXID3RPK6NZT6,AXID3RPK6NZT6,2,2,283,283,you,you,in,in,information,information,treatment,treatment,groups,groups,within,within,,,,,,,,,"2019-09-09 20:41:20","2019-09-09 20:41:20",2123,2123,23,23
838,838,A27P16LFLZGFPR,A27P16LFLZGFPR,2,2,2100,2100,you,you,to,to,that,that,the,the,and,and,,,,,,,,,,,"2019-09-09 20:42:34","2019-09-09 20:42:34",2123,2123,23,23
839,839,A208SQNN3F76S2,A208SQNN3F76S2,2,2,227,227,"this survey","this survey",participation,participation,"clinical ","clinical ",sense,sense,"the details ","the details ","how well","how well","that shows","that shows",,,,,,,"2019-09-09 20:42:53","2019-09-09 20:42:53",132,132,22,22
840,840,AUZUHON52J10U,AUZUHON52J10U,2,2,232,232,If,If,instruction,instruction,your,your,be,be,willing,willing,,,,,,,,,,,"2019-09-09 20:44:35","2019-09-09 20:44:35",132,132,22,22
841,841,AUZUHON52J10U,AUZUHON52J10U,2,2,227,227,The,The,patients,patients,clinical,clinical,it,it,out,out,well,well,from,from,,,,,,,"2019-09-09 20:45:50","2019-09-09 20:45:50",132,132,22,22
842,842,A27P16LFLZGFPR,A27P16LFLZGFPR,2,2,234,234,will,will,your,your,over,over,doctor,doctor,it,it,return,return,,,,,,,,,"2019-09-09 20:45:58","2019-09-09 20:45:58",2123,2123,23,23
843,843,AUZUHON52J10U,AUZUHON52J10U,2,2,2112,2112,We,We,that,that,in,in,contact,contact,out,out,in,in,changed,changed,,,,,,,"2019-09-09 20:47:01","2019-09-09 20:47:01",132,132,22,22
844,844,AXID3RPK6NZT6,AXID3RPK6NZT6,2,2,232,232,Once,Once,question,question,your,your,be,be,"still willing","still willing",,,,,,,,,,,"2019-09-09 20:47:35","2019-09-09 20:47:35",132,132,22,22
845,845,AXID3RPK6NZT6,AXID3RPK6NZT6,2,2,227,227,These,These,patients,patients,health,health,it,it,information,information,well,well,and,and,,,,,,,"2019-09-09 20:48:25","2019-09-09 20:48:25",132,132,22,22
846,846,A1OHAG1MM8G7F7,A1OHAG1MM8G7F7,2,2,2100,2100,you,you,to,to,progress,progress,your,your,however,however,,,,,,,,,,,"2019-09-09 20:48:36","2019-09-09 20:48:36",2123,2123,23,23
847,847,AXID3RPK6NZT6,AXID3RPK6NZT6,2,2,2112,2112,We,We,that,that,in,in,contact,contact,you,you,in,in,changed,changed,,,,,,,"2019-09-09 20:49:07","2019-09-09 20:49:07",132,132,22,22
848,848,A27P16LFLZGFPR,A27P16LFLZGFPR,2,2,283,283,you,you,in,in,questionnaire,questionnaire,data,data,requesters,requesters,in,in,,,,,,,,,"2019-09-09 20:49:25","2019-09-09 20:49:25",2123,2123,23,23
849,849,A1OHAG1MM8G7F7,A1OHAG1MM8G7F7,2,2,234,234,must,must,your,your,it,it,doctor,doctor,it,it,send,send,,,,,,,,,"2019-09-09 20:49:33","2019-09-09 20:49:33",2123,2123,23,23
850,850,A3PX8ILC809788,A3PX8ILC809788,2,2,2100,2100,you,you,to,to,you,you,your,your,"if not","if not",,,,,,,,,,,"2019-09-09 20:50:15","2019-09-09 20:50:15",2123,2123,23,23
851,851,A1OHAG1MM8G7F7,A1OHAG1MM8G7F7,2,2,283,283,you,you,in,in,data,data,well-being,well-being,researchers,researchers,within,within,,,,,,,,,"2019-09-09 20:50:17","2019-09-09 20:50:17",2123,2123,23,23
852,852,A3PX8ILC809788,A3PX8ILC809788,2,2,234,234,will,will,you,you,it,it,doctor,doctor,it,it,mail,mail,,,,,,,,,"2019-09-09 20:50:55","2019-09-09 20:50:55",2123,2123,23,23
853,853,A3PX8ILC809788,A3PX8ILC809788,2,2,283,283,you,you,in,in,data,data,wellbeing,wellbeing,help,help,in,in,,,,,,,,,"2019-09-09 20:52:34","2019-09-09 20:52:34",2123,2123,23,23
854,854,A27QIBL4MO6Z0X,A27QIBL4MO6Z0X,2,2,232,232,"please ","please ","below ","below ",some,some,"then be","then be","willing ","willing ",,,,,,,,,,,"2019-09-09 20:59:42","2019-09-09 20:59:42",132,132,22,22
855,855,A27QIBL4MO6Z0X,A27QIBL4MO6Z0X,2,2,227,227,this,this,you,you,personal,personal,"that it ","that it ","information ","information ",well,well,and,and,,,,,,,"2019-09-09 21:00:58","2019-09-09 21:00:58",132,132,22,22
856,856,A27QIBL4MO6Z0X,A27QIBL4MO6Z0X,2,2,2112,2112,we,we,that,that,in,in,inform,inform,you,you,in,in,"not been collected","not been collected",,,,,,,"2019-09-09 21:05:05","2019-09-09 21:05:05",132,132,22,22
857,857,AUZUHON52J10U,AUZUHON52J10U,2,2,2100,2100,you,you,to,to,which,which,your,your,then,then,,,,,,,,,,,"2019-09-09 21:05:17","2019-09-09 21:05:17",2123,2123,23,23
858,858,AUZUHON52J10U,AUZUHON52J10U,2,2,234,234,must,must,the,the,it,it,doctor,doctor,it,it,post,post,,,,,,,,,"2019-09-09 21:06:03","2019-09-09 21:06:03",2123,2123,23,23
859,859,AUZUHON52J10U,AUZUHON52J10U,2,2,283,283,you,you,in,in,information,information,well-being,well-being,people,people,in,in,,,,,,,,,"2019-09-09 21:07:28","2019-09-09 21:07:28",2123,2123,23,23
860,860,A27P16LFLZGFPR,A27P16LFLZGFPR,2,2,232,232,after,after,information,information,the,the,be,be,ready,ready,,,,,,,,,,,"2019-09-09 21:12:14","2019-09-09 21:12:14",132,132,22,22
861,861,A7X2K7IW80TBU,A7X2K7IW80TBU,2,2,2100,2100,you,you,to,to,it,it,your,your,but,but,,,,,,,,,,,"2019-09-09 21:12:58","2019-09-09 21:12:58",2123,2123,23,23
862,862,A7X2K7IW80TBU,A7X2K7IW80TBU,2,2,234,234,should,should,your,your,it,it,doctor,doctor,it,it,return,return,,,,,,,,,"2019-09-09 21:13:30","2019-09-09 21:13:30",2123,2123,23,23
863,863,A7X2K7IW80TBU,A7X2K7IW80TBU,2,2,283,283,you,you,in,in,information,information,wellbeing,wellbeing,people,people,in,in,,,,,,,,,"2019-09-09 21:13:57","2019-09-09 21:13:57",2123,2123,23,23
864,864,A27P16LFLZGFPR,A27P16LFLZGFPR,2,2,227,227,our,our,participant,participant,health,health,that,that,out,out,well,well,in,in,,,,,,,"2019-09-09 21:13:58","2019-09-09 21:13:58",132,132,22,22
865,865,A27P16LFLZGFPR,A27P16LFLZGFPR,2,2,2112,2112,we,we,whenever,whenever,in,in,contact,contact,the,the,in,in,changed,changed,,,,,,,"2019-09-09 21:15:17","2019-09-09 21:15:17",132,132,22,22
866,866,A3IGX9S92GTNMI,A3IGX9S92GTNMI,2,2,232,232,If,If,diagnosis,diagnosis,your,your,be,be,willing,willing,,,,,,,,,,,"2019-09-09 21:16:25","2019-09-09 21:16:25",132,132,22,22
867,867,A7X2K7IW80TBU,A7X2K7IW80TBU,2,2,232,232,Now,Now,information,information,your,your,be,be,happy,happy,,,,,,,,,,,"2019-09-09 21:19:19","2019-09-09 21:19:19",132,132,22,22
868,868,A7X2K7IW80TBU,A7X2K7IW80TBU,2,2,227,227,Our,Our,patients,patients,hospital,hospital,it,it,out,out,well,well,through,through,,,,,,,"2019-09-09 21:19:51","2019-09-09 21:19:51",132,132,22,22
869,869,A7X2K7IW80TBU,A7X2K7IW80TBU,2,2,2112,2112,We,We,that,that,in,in,contact,contact,out,out,in,in,changed,changed,,,,,,,"2019-09-09 21:20:27","2019-09-09 21:20:27",132,132,22,22
870,870,A25RJ54AHZGDOO,A25RJ54AHZGDOO,2,2,232,232,If,If,information,information,your,your,be,be,prepared,prepared,,,,,,,,,,,"2019-09-09 21:23:07","2019-09-09 21:23:07",132,132,22,22
871,871,A25RJ54AHZGDOO,A25RJ54AHZGDOO,2,2,227,227,These,These,patients,patients,other,other,it,it,out,out,well,well,including,including,,,,,,,"2019-09-09 21:25:43","2019-09-09 21:25:43",132,132,22,22
872,872,A25RJ54AHZGDOO,A25RJ54AHZGDOO,2,2,2112,2112,We,We,if,if,in,in,contact,contact,you,you,in,in,changed,changed,,,,,,,"2019-09-09 21:27:48","2019-09-09 21:27:48",132,132,22,22
873,873,A25RJ54AHZGDOO,A25RJ54AHZGDOO,2,2,2100,2100,you,you,to,to,this,this,coded,coded,your,your,,,,,,,,,,,"2019-09-09 21:54:07","2019-09-09 21:54:07",2123,2123,23,23
874,874,A25RJ54AHZGDOO,A25RJ54AHZGDOO,2,2,234,234,can,can,your,your,back,back,researcher,researcher,it,it,post,post,,,,,,,,,"2019-09-09 21:55:53","2019-09-09 21:55:53",2123,2123,23,23
875,875,A25RJ54AHZGDOO,A25RJ54AHZGDOO,2,2,283,283,you,you,in,in,data,data,well-being,well-being,professionals,professionals,within,within,,,,,,,,,"2019-09-09 21:58:28","2019-09-09 21:58:28",2123,2123,23,23
876,876,AHM33ZI3BLDX1,AHM33ZI3BLDX1,2,2,232,232,When,When,full,full,any,any,then,then,ready,ready,,,,,,,,,,,"2019-09-10 00:49:03","2019-09-10 00:49:03",132,132,22,22
877,877,AHM33ZI3BLDX1,AHM33ZI3BLDX1,2,2,227,227,our,our,patients,patients,physical,physical,it,it,out,out,well,well,using,using,,,,,,,"2019-09-10 00:50:29","2019-09-10 00:50:29",132,132,22,22
878,878,AHM33ZI3BLDX1,AHM33ZI3BLDX1,2,2,2112,2112,we,we,if,if,in,in,contact,contact,out,out,in,in,changed,changed,,,,,,,"2019-09-10 00:51:06","2019-09-10 00:51:06",132,132,22,22
879,879,A2HCPK7302F0V6,A2HCPK7302F0V6,2,2,2100,2100,have,have,record,record,information,information,NHS,NHS,your,your,,,,,,,,,,,"2019-09-10 09:30:07","2019-09-10 09:30:07",3123,3123,23,23
880,880,A2HCPK7302F0V6,A2HCPK7302F0V6,2,2,234,234,complete,complete,hospital,hospital,to,to,or,or,home,home,in,in,,,,,,,,,"2019-09-10 09:31:23","2019-09-10 09:31:23",3123,3123,23,23
881,881,A2HCPK7302F0V6,A2HCPK7302F0V6,2,2,283,283,agreed,agreed,thid,thid,about,about,will,will,and,and,the,the,,,,,,,,,"2019-09-10 09:31:52","2019-09-10 09:31:52",3123,3123,23,23
882,882,A204QNV939BM0R,A204QNV939BM0R,2,2,2100,2100,have,have,perform,perform,will,will,NHS,NHS,your,your,,,,,,,,,,,"2019-09-10 09:32:19","2019-09-10 09:32:19",3123,3123,23,23
883,883,A204QNV939BM0R,A204QNV939BM0R,2,2,234,234,complete,complete,initial,initial,to,to,or,or,home,home,in,in,,,,,,,,,"2019-09-10 09:33:26","2019-09-10 09:33:26",3123,3123,23,23
884,884,A204QNV939BM0R,A204QNV939BM0R,2,2,283,283,have,have,this,this,on,on,will,will,and,and,this,this,,,,,,,,,"2019-09-10 09:34:14","2019-09-10 09:34:14",3123,3123,23,23
885,885,A3VRR7TNM21CQZ,A3VRR7TNM21CQZ,2,2,2100,2100,,,,,,,,,,,,,,,,,,,,,"2019-09-10 09:37:06","2019-09-10 09:37:06",3123,3123,23,23
886,886,A3VRR7TNM21CQZ,A3VRR7TNM21CQZ,2,2,234,234,ask,ask,medical,medical,to,to,than,than,from,from,it,it,,,,,,,,,"2019-09-10 09:38:07","2019-09-10 09:38:07",3123,3123,23,23
887,887,AUZUHON52J10U,AUZUHON52J10U,2,2,2112,2112,We,We,that,that,in,in,contact,contact,you,you,in,in,changed,changed,,,,,,,"2019-09-10 09:39:20","2019-09-10 09:39:20",213,213,22,22
888,888,AUZUHON52J10U,AUZUHON52J10U,2,2,232,232,After,After,instruction,instruction,any,any,be,be,willing,willing,,,,,,,,,,,"2019-09-10 09:40:09","2019-09-10 09:40:09",213,213,22,22
889,889,A3VRR7TNM21CQZ,A3VRR7TNM21CQZ,2,2,283,283,has,has,medical,medical,of,of,to,to,of,of,medical,medical,,,,,,,,,"2019-09-10 09:49:02","2019-09-10 09:49:02",3123,3123,23,23
890,890,A3VRR7TNM21CQZ,A3VRR7TNM21CQZ,2,2,2112,2112,i,i,or,or,of,of,be,be,than,than,some,some,provided,provided,,,,,,,"2019-09-10 10:07:32","2019-09-10 10:07:32",213,213,22,22
891,891,A3VRR7TNM21CQZ,A3VRR7TNM21CQZ,2,2,232,232,if,if,information,information,any,any,be,be,ready,ready,,,,,,,,,,,"2019-09-10 10:08:36","2019-09-10 10:08:36",213,213,22,22
892,892,A3VRR7TNM21CQZ,A3VRR7TNM21CQZ,2,2,227,227,"when you are ready to","when you are ready to","your health","your health",hospital,hospital,"your health","your health",records,records,medical,medical,to,to,,,,,,,"2019-09-10 10:11:14","2019-09-10 10:11:14",213,213,22,22
893,893,A1NVQWRO6FJDBI,A1NVQWRO6FJDBI,2,2,2112,2112,I,I,"And ","And ",In,In,Also,Also,You,You,About,About,In,In,,,,,,,"2019-09-10 10:11:37","2019-09-10 10:11:37",213,213,22,22
894,894,A1NVQWRO6FJDBI,A1NVQWRO6FJDBI,2,2,232,232,If,If,The,The,Asked,Asked,Give,Give,To,To,,,,,,,,,,,"2019-09-10 10:12:10","2019-09-10 10:12:10",213,213,22,22
895,895,A1NVQWRO6FJDBI,A1NVQWRO6FJDBI,2,2,227,227,The,The,The,The,The,The,It,It,Details,Details,Well,Well,Of,Of,,,,,,,"2019-09-10 10:12:38","2019-09-10 10:12:38",213,213,22,22
896,896,A2MHJVAA3RH21R,A2MHJVAA3RH21R,2,2,2112,2112,,,,,,,,,,,,,,,,,,,,,"2019-09-10 10:21:00","2019-09-10 10:21:00",213,213,22,22
897,897,A2MHJVAA3RH21R,A2MHJVAA3RH21R,2,2,232,232,Once,Once,instruction,instruction,all,all,be,be,allowed,allowed,,,,,,,,,,,"2019-09-10 10:22:30","2019-09-10 10:22:30",213,213,22,22
898,898,A2MHJVAA3RH21R,A2MHJVAA3RH21R,2,2,227,227,Our,Our,patients,patients,illness,illness,it,it,information,information,well,well,to,to,,,,,,,"2019-09-10 10:23:36","2019-09-10 10:23:36",213,213,22,22
899,899,A2TZH3L7RO6RFS,A2TZH3L7RO6RFS,2,2,2112,2112,We,We,that,that,in,in,contact,contact,them,them,in,in,changed,changed,,,,,,,"2019-09-10 10:39:03","2019-09-10 10:39:03",213,213,22,22
900,900,A2TZH3L7RO6RFS,A2TZH3L7RO6RFS,2,2,232,232,When,When,questionnare,questionnare,all,all,be,be,willing,willing,,,,,,,,,,,"2019-09-10 10:39:51","2019-09-10 10:39:51",213,213,22,22
901,901,A2TZH3L7RO6RFS,A2TZH3L7RO6RFS,2,2,227,227,Most,Most,participants,participants,history,history,this,this,out,out,well,well,and,and,,,,,,,"2019-09-10 10:41:24","2019-09-10 10:41:24",213,213,22,22
902,902,A33UFT5HSU412H,A33UFT5HSU412H,2,2,2112,2112,We,We,that,that,in,in,consult,consult,you,you,in,in,changed,changed,,,,,,,"2019-09-10 10:44:33","2019-09-10 10:44:33",213,213,22,22
903,903,A33UFT5HSU412H,A33UFT5HSU412H,2,2,232,232,check,check,instruction,instruction,any,any,be,be,ready,ready,,,,,,,,,,,"2019-09-10 10:44:58","2019-09-10 10:44:58",213,213,22,22
904,904,A33UFT5HSU412H,A33UFT5HSU412H,2,2,227,227,clinical,clinical,you,you,personal,personal,it,it,everything,everything,well,well,and,and,,,,,,,"2019-09-10 10:45:44","2019-09-10 10:45:44",213,213,22,22
905,905,"A26EN6J1ENYOC ","A26EN6J1ENYOC ",2,2,2112,2112,we,we,that,that,in,in,inform,inform,you,you,in,in,changed,changed,,,,,,,"2019-09-10 10:50:51","2019-09-10 10:50:51",213,213,22,22
906,906,"A26EN6J1ENYOC ","A26EN6J1ENYOC ",2,2,232,232,After,After,question,question,the,the,be,be,willing,willing,,,,,,,,,,,"2019-09-10 10:51:47","2019-09-10 10:51:47",213,213,22,22
907,907,"A26EN6J1ENYOC ","A26EN6J1ENYOC ",2,2,227,227,our,our,you,you,health,health,it,it,out,out,well,well,and,and,,,,,,,"2019-09-10 10:55:40","2019-09-10 10:55:40",213,213,22,22
908,908,AXID3RPK6NZT6,AXID3RPK6NZT6,2,2,2112,2112,We,We,that,that,in,in,contact,contact,you,you,in,in,changed,changed,,,,,,,"2019-09-10 11:11:17","2019-09-10 11:11:17",213,213,22,22
909,909,AXID3RPK6NZT6,AXID3RPK6NZT6,2,2,232,232,Once,Once,question,question,your,your,be,be,ready,ready,,,,,,,,,,,"2019-09-10 11:11:46","2019-09-10 11:11:46",213,213,22,22
910,910,AXID3RPK6NZT6,AXID3RPK6NZT6,2,2,227,227,These,These,patients,patients,health,health,it,it,out,out,well,well,using,using,,,,,,,"2019-09-10 11:12:17","2019-09-10 11:12:17",213,213,22,22
911,911,A1HX579VKHLYZX,A1HX579VKHLYZX,2,2,2112,2112,You,You,That,That,In,In,call,call,over,over,Just,Just,changed,changed,,,,,,,"2019-09-10 11:17:07","2019-09-10 11:17:07",213,213,22,22
912,912,A1HX579VKHLYZX,A1HX579VKHLYZX,2,2,232,232,When,When,cover,cover,all,all,be,be,"elligible ","elligible ",,,,,,,,,,,"2019-09-10 11:17:58","2019-09-10 11:17:58",213,213,22,22
913,913,A1HX579VKHLYZX,A1HX579VKHLYZX,2,2,227,227,"These ","These ","patients ","patients ",assessment,assessment,this,this,out,out,well,well,and,and,,,,,,,"2019-09-10 11:19:21","2019-09-10 11:19:21",213,213,22,22
914,914,A1MP3NYIS55VQP,A1MP3NYIS55VQP,2,2,2112,2112,We,We,that,that,in,in,contact,contact,you,you,in,in,changed,changed,,,,,,,"2019-09-10 11:51:44","2019-09-10 11:51:44",213,213,22,22
915,915,A1MP3NYIS55VQP,A1MP3NYIS55VQP,2,2,232,232,When,When,consent,consent,your,your,be,be,happy,happy,,,,,,,,,,,"2019-09-10 11:52:16","2019-09-10 11:52:16",213,213,22,22
916,916,A1MP3NYIS55VQP,A1MP3NYIS55VQP,2,2,227,227,medical,medical,you,you,GP,GP,it,it,out,out,well,well,and,and,,,,,,,"2019-09-10 11:53:20","2019-09-10 11:53:20",213,213,22,22
917,917,A1J4DOQBYVLHZP,A1J4DOQBYVLHZP,2,2,2100,2100,are,are,check,check,will,will,number,number,your,your,,,,,,,,,,,"2019-09-10 12:04:48","2019-09-10 12:04:48",3123,3123,23,23
918,918,A1J4DOQBYVLHZP,A1J4DOQBYVLHZP,2,2,234,234,ask,ask,hospital,hospital,to,to,or,or,"with you","with you",back,back,,,,,,,,,"2019-09-10 12:06:08","2019-09-10 12:06:08",3123,3123,23,23
919,919,A1J4DOQBYVLHZP,A1J4DOQBYVLHZP,2,2,283,283,"are going","are going",hospital,hospital,about,about,will,will,and,and,nhs,nhs,,,,,,,,,"2019-09-10 12:07:28","2019-09-10 12:07:28",3123,3123,23,23
920,920,A7X2K7IW80TBU,A7X2K7IW80TBU,2,2,2100,2100,have,have,collect,collect,may,may,NHS,NHS,your,your,,,,,,,,,,,"2019-09-10 12:33:45","2019-09-10 12:33:45",3123,3123,23,23
921,921,A7X2K7IW80TBU,A7X2K7IW80TBU,2,2,234,234,complete,complete,hospital,hospital,to,to,or,or,home,home,in,in,,,,,,,,,"2019-09-10 12:34:06","2019-09-10 12:34:06",3123,3123,23,23
922,922,A7X2K7IW80TBU,A7X2K7IW80TBU,2,2,283,283,agree,agree,our,our,about,about,may,may,and,and,this,this,,,,,,,,,"2019-09-10 12:34:23","2019-09-10 12:34:23",3123,3123,23,23
923,923,A7X2K7IW80TBU,A7X2K7IW80TBU,2,2,227,227,Our,Our,patients,patients,personal,personal,it,it,our,our,well,well,through,through,,,,,,,"2019-09-10 13:18:37","2019-09-10 13:18:37",312,312,22,22
924,924,A7X2K7IW80TBU,A7X2K7IW80TBU,2,2,232,232,Once,Once,information,information,your,your,then,then,ready,ready,,,,,,,,,,,"2019-09-10 13:19:04","2019-09-10 13:19:04",312,312,22,22
925,925,A7X2K7IW80TBU,A7X2K7IW80TBU,2,2,2112,2112,We,We,that,that,in,in,inform,inform,out,out,in,in,changed,changed,,,,,,,"2019-09-10 13:19:32","2019-09-10 13:19:32",312,312,22,22
926,926,A398EWYF8HJEDA,A398EWYF8HJEDA,2,2,227,227,Clinical,Clinical,patients,patients,personal,personal,that,that,out,out,well,well,and,and,,,,,,,"2019-09-10 13:19:46","2019-09-10 13:19:46",312,312,22,22
927,927,AULSRNSXS3N1V,AULSRNSXS3N1V,2,2,227,227,Medical,Medical,patients,patients,personal,personal,it,it,out,out,well,well,and,and,,,,,,,"2019-09-10 13:19:56","2019-09-10 13:19:56",312,312,22,22
928,928,A398EWYF8HJEDA,A398EWYF8HJEDA,2,2,232,232,Once,Once,infomration,infomration,your,your,will,will,ready,ready,,,,,,,,,,,"2019-09-10 13:20:04","2019-09-10 13:20:04",312,312,22,22
929,929,A3KV3EG94U3EZ8,A3KV3EG94U3EZ8,2,2,227,227,,,,,,,,,,,,,,,,,,,,,"2019-09-10 13:20:09","2019-09-10 13:20:09",312,312,22,22
930,930,AULSRNSXS3N1V,AULSRNSXS3N1V,2,2,232,232,Now,Now,information,information,your,your,be,be,willing,willing,,,,,,,,,,,"2019-09-10 13:20:21","2019-09-10 13:20:21",312,312,22,22
931,931,A398EWYF8HJEDA,A398EWYF8HJEDA,2,2,2112,2112,We,We,that,that,in,in,contact,contact,out,out,in,in,changed,changed,,,,,,,"2019-09-10 13:20:41","2019-09-10 13:20:41",312,312,22,22
932,932,AULSRNSXS3N1V,AULSRNSXS3N1V,2,2,2112,2112,We,We,that,that,in,in,contact,contact,them,them,in,in,changed,changed,,,,,,,"2019-09-10 13:20:53","2019-09-10 13:20:53",312,312,22,22
933,933,A3KV3EG94U3EZ8,A3KV3EG94U3EZ8,2,2,227,227,Medical,Medical,patients,patients,dental,dental,it,it,information,information,well,well,through,through,,,,,,,"2019-09-10 13:22:29","2019-09-10 13:22:29",312,312,22,22
934,934,A3KV3EG94U3EZ8,A3KV3EG94U3EZ8,2,2,232,232,If,If,instruction,instruction,all,all,be,be,willing,willing,,,,,,,,,,,"2019-09-10 13:23:29","2019-09-10 13:23:29",312,312,22,22
935,935,A3KV3EG94U3EZ8,A3KV3EG94U3EZ8,2,2,2112,2112,We,We,that,that,in,in,ask,ask,them,them,in,in,changed,changed,,,,,,,"2019-09-10 13:24:13","2019-09-10 13:24:13",312,312,22,22
936,936,A27QIBL4MO6Z0X,A27QIBL4MO6Z0X,2,2,227,227,this,this,you,you,their,their,it,it,"information ","information ",well,well,and,and,,,,,,,"2019-09-10 13:24:57","2019-09-10 13:24:57",312,312,22,22
937,937,A27QIBL4MO6Z0X,A27QIBL4MO6Z0X,2,2,232,232,when,when,"information ","information ",your,your,be,be,want,want,,,,,,,,,,,"2019-09-10 13:25:34","2019-09-10 13:25:34",312,312,22,22
938,938,A27QIBL4MO6Z0X,A27QIBL4MO6Z0X,2,2,2112,2112,we,we,that,that,in,in,"contact ","contact ",you,you,in,in,"changed ","changed ",,,,,,,"2019-09-10 13:27:36","2019-09-10 13:27:36",312,312,22,22
939,939,A1AMNSC5GMIKWR,A1AMNSC5GMIKWR,2,2,227,227,Future,Future,medicine,medicine,medicinal,medicinal,it,it,information,information,well,well,and,and,,,,,,,"2019-09-10 13:29:08","2019-09-10 13:29:08",312,312,22,22
940,940,AXID3RPK6NZT6,AXID3RPK6NZT6,2,2,227,227,Our,Our,patients,patients,health,health,it,it,out,out,well,well,through,through,,,,,,,"2019-09-10 13:29:20","2019-09-10 13:29:20",312,312,22,22
941,941,AXID3RPK6NZT6,AXID3RPK6NZT6,2,2,232,232,Once,Once,question,question,your,your,be,be,"still willing","still willing",,,,,,,,,,,"2019-09-10 13:29:52","2019-09-10 13:29:52",312,312,22,22
942,942,AXID3RPK6NZT6,AXID3RPK6NZT6,2,2,2112,2112,We,We,that,that,in,in,contact,contact,out,out,in,in,changed,changed,,,,,,,"2019-09-10 13:30:21","2019-09-10 13:30:21",312,312,22,22
943,943,A1AMNSC5GMIKWR,A1AMNSC5GMIKWR,2,2,232,232,Ofcourse,Ofcourse,task,task,the,the,being,being,qualified,qualified,,,,,,,,,,,"2019-09-10 13:30:51","2019-09-10 13:30:51",312,312,22,22
944,944,A1OKB37HUEJVHT,A1OKB37HUEJVHT,2,2,227,227,The,The,patients,patients,dental,dental,it's,it's,out,out,well,well,to,to,,,,,,,"2019-09-10 13:33:31","2019-09-10 13:33:31",312,312,22,22
945,945,A1OKB37HUEJVHT,A1OKB37HUEJVHT,2,2,232,232,"If ","If ","question sheet","question sheet",your,your,be,be,okay,okay,,,,,,,,,,,"2019-09-10 13:34:19","2019-09-10 13:34:19",312,312,22,22
946,946,A1OKB37HUEJVHT,A1OKB37HUEJVHT,2,2,2112,2112,We,We,that,that,in,in,ask,ask,you,you,in,in,changed,changed,,,,,,,"2019-09-10 13:35:05","2019-09-10 13:35:05",312,312,22,22
947,947,A1AMNSC5GMIKWR,A1AMNSC5GMIKWR,2,2,2112,2112,MTurk,MTurk,that,that,in,in,see,see,,,in,in,failed,failed,,,,,,,"2019-09-10 13:38:04","2019-09-10 13:38:04",312,312,22,22
948,948,A3OL5N49RZP2P1,A3OL5N49RZP2P1,2,2,2100,2100,will,will,this,this,for,for,detail,detail,your,your,,,,,,,,,,,"2019-09-10 13:44:33","2019-09-10 13:44:33",3123,3123,23,23
949,949,A3OL5N49RZP2P1,A3OL5N49RZP2P1,2,2,234,234,will,will,with,with,for,for,detail,detail,your,your,your,your,,,,,,,,,"2019-09-10 13:45:26","2019-09-10 13:45:26",3123,3123,23,23
950,950,A3OL5N49RZP2P1,A3OL5N49RZP2P1,2,2,283,283,will,will,this,this,for,for,detail,detail,your,your,your,your,,,,,,,,,"2019-09-10 13:45:49","2019-09-10 13:45:49",3123,3123,23,23
951,951,A3OL5N49RZP2P1,A3OL5N49RZP2P1,2,2,227,227,This,This,this,this,his,his,this,this,your,your,well,well,and,and,,,,,,,"2019-09-10 13:57:37","2019-09-10 13:57:37",312,312,22,22
952,952,A2NZXPC9NYYFOZ,A2NZXPC9NYYFOZ,2,2,2100,2100,have,have,use,use,can,can,ID,ID,first,first,,,,,,,,,,,"2019-09-10 13:57:58","2019-09-10 13:57:58",3123,3123,23,23
953,953,A3OL5N49RZP2P1,A3OL5N49RZP2P1,2,2,232,232,If,If,following,following,some,some,be,be,with,with,,,,,,,,,,,"2019-09-10 13:58:22","2019-09-10 13:58:22",312,312,22,22
954,954,A2NZXPC9NYYFOZ,A2NZXPC9NYYFOZ,2,2,234,234,"fill in","fill in",first,first,to,to,involved,involved,home,home,"it in","it in",,,,,,,,,"2019-09-10 13:58:37","2019-09-10 13:58:37",3123,3123,23,23
955,955,A3OL5N49RZP2P1,A3OL5N49RZP2P1,2,2,2112,2112,we,we,for,for,of,of,have,have,with,with,in,in,some,some,,,,,,,"2019-09-10 13:58:57","2019-09-10 13:58:57",312,312,22,22
956,956,A2NZXPC9NYYFOZ,A2NZXPC9NYYFOZ,2,2,283,283,register,register,the,the,"related to","related to","are to","are to",first,first,"the NHS","the NHS",,,,,,,,,"2019-09-10 14:00:43","2019-09-10 14:00:43",3123,3123,23,23
957,957,A300NSYGWVGOMM,A300NSYGWVGOMM,2,2,227,227,Our,Our,you,you,research,research,it,it,out,out,well,well,and,and,,,,,,,"2019-09-10 14:36:19","2019-09-10 14:36:19",312,312,22,22
958,958,A300NSYGWVGOMM,A300NSYGWVGOMM,2,2,232,232,When,When,question,question,all,all,be,be,willing,willing,,,,,,,,,,,"2019-09-10 14:36:51","2019-09-10 14:36:51",312,312,22,22
